cohort	repeat	seed	method	adjustment	n_donors	n_cases	roc_auc	pr_auc	brier	ece_10bin
GSE174188_CD4	4	20260804	covariates_batch	covariates_only	261	162	0.921093652575134	0.9530886308071268	0.1055234308343719	0.0593315928471429
GSE174188_CD4	4	20260804	covariates_qc	covariates_only	261	162	0.780645965831151	0.8707069434631522	0.1896677663568016	0.1028290604205266
GSE174188_CD4	4	20260804	covariates_demographic	covariates_only	261	162	0.6560980172091283	0.7164389841272285	0.2383519534295123	0.1453898567791896
GSE174188_CD4	4	20260804	covariates_all	covariates_only	261	162	0.9466267614415762	0.966508172823138	0.0916950676399002	0.0356466807238285
GSE174188_CD4	5	20260805	geneformer	unadjusted	261	162	0.9827285197655568	0.9900207198807158	0.0500583104477116	0.0352734298291303
GSE174188_CD4	5	20260805	geneformer	residual_batch	261	162	0.7080683376979673	0.8172789754104799	0.2209332059273135	0.1209995589726107
GSE174188_CD4	5	20260805	hvg_pseudobulk	unadjusted	261	162	0.9759321611173464	0.9866553791062376	0.0727162020174391	0.0850100018164223
GSE174188_CD4	5	20260805	hvg_pseudobulk	residual_batch	261	162	0.743858336450929	0.8468915354707649	0.2203505496849761	0.1299152615208446
GSE174188_CD4	5	20260805	pca_pseudobulk	unadjusted	261	162	0.972253398179324	0.9826964311877234	0.085338447510577	0.1072118392040503
GSE174188_CD4	5	20260805	pca_pseudobulk	residual_batch	261	162	0.7328220476368624	0.8412654592477544	0.2224544644298967	0.1265689620309141
GSE174188_CD4	5	20260805	covariates_batch	covariates_only	261	162	0.9238371368000996	0.9564073355767476	0.1015528343503034	0.0775835669008567
GSE174188_CD4	5	20260805	covariates_qc	covariates_only	261	162	0.7841376730265619	0.8719123713068542	0.1895650975168716	0.11100438841962
GSE174188_CD4	5	20260805	covariates_demographic	covariates_only	261	162	0.668973687492206	0.7433275239441006	0.2338073973002004	0.1330150256200344
GSE174188_CD4	5	20260805	covariates_all	covariates_only	261	162	0.9577254021698466	0.9731410265305594	0.0823665212500468	0.0439129150896603
GSE174188_CD4	6	20260806	geneformer	unadjusted	261	162	0.9822297044519268	0.9892452565177592	0.0608083915578264	0.0581990856665416
GSE174188_CD4	6	20260806	geneformer	residual_batch	261	162	0.7235316124205013	0.8324901968188856	0.2162663353293531	0.1237192515239542
GSE174188_CD4	6	20260806	hvg_pseudobulk	unadjusted	261	162	0.9741239556054372	0.9856318762531846	0.0718837716749535	0.0862972383772625
GSE174188_CD4	6	20260806	hvg_pseudobulk	residual_batch	261	162	0.741987779024816	0.8461347676325572	0.2205412469940183	0.1378320157229739
GSE174188_CD4	6	20260806	pca_pseudobulk	unadjusted	261	162	0.97119341563786	0.982892561090081	0.0810877772228711	0.1002883031085285
GSE174188_CD4	6	20260806	pca_pseudobulk	residual_batch	261	162	0.7293303404414515	0.8384398579478755	0.2224396100323498	0.1267300595567981
GSE174188_CD4	6	20260806	covariates_batch	covariates_only	261	162	0.9204701334330964	0.9437114669360898	0.1026477658681403	0.0698058022899712
GSE174188_CD4	6	20260806	covariates_qc	covariates_only	261	162	0.7745354782391819	0.8622474347481902	0.1931861244710749	0.1265450778500081
GSE174188_CD4	6	20260806	covariates_demographic	covariates_only	261	162	0.6441264496820053	0.7155540174586357	0.2421421284132439	0.1468607894120884
GSE174188_CD4	6	20260806	covariates_all	covariates_only	261	162	0.9492455418381344	0.9659544297114616	0.0871163370509486	0.0544243793128765
GSE174188_CD4	7	20260807	geneformer	unadjusted	261	162	0.9814814814814816	0.9868879533467458	0.0555065186248523	0.0449601193771324
GSE174188_CD4	7	20260807	geneformer	residual_batch	261	162	0.7033919441326849	0.8114369339706329	0.2260971672703113	0.1275787527985906
GSE174188_CD4	7	20260807	hvg_pseudobulk	unadjusted	261	162	0.9788003491707196	0.9877061653474888	0.0673736217182354	0.0830332944407692
GSE174188_CD4	7	20260807	hvg_pseudobulk	residual_batch	261	162	0.7486594338446191	0.8526646240730272	0.2194486598541951	0.1255960393119028
GSE174188_CD4	7	20260807	pca_pseudobulk	unadjusted	261	162	0.9732510288065844	0.9837706635878672	0.0782687928512615	0.1002678935832957
GSE174188_CD4	7	20260807	pca_pseudobulk	residual_batch	261	162	0.7356278837760319	0.8452633028635307	0.2215667184289433	0.1226835143818837
GSE174188_CD4	7	20260807	covariates_batch	covariates_only	261	162	0.9145778775408404	0.934884468671078	0.0995362645799053	0.0629342289153467
GSE174188_CD4	7	20260807	covariates_qc	covariates_only	261	162	0.7490958972440454	0.8474068409181195	0.2036907269946633	0.1007604474559237
GSE174188_CD4	7	20260807	covariates_demographic	covariates_only	261	162	0.6587479735627884	0.7224802818225902	0.2379064172203343	0.1315242915377857
GSE174188_CD4	7	20260807	covariates_all	covariates_only	261	162	0.9430727023319616	0.955608001490166	0.0861863171709048	0.0572474171398908
GSE174188_CD4	8	20260808	geneformer	unadjusted	261	162	0.9784885895997008	0.9869567270662374	0.0628767633168796	0.0566444337569022
GSE174188_CD4	8	20260808	geneformer	residual_batch	261	162	0.7164858461154757	0.8232885681595785	0.221037502590838	0.1268906421291944
GSE174188_CD4	8	20260808	hvg_pseudobulk	unadjusted	261	162	0.982977927422372	0.9906215900229668	0.0584032049271773	0.0700960595439838
GSE174188_CD4	8	20260808	hvg_pseudobulk	residual_batch	261	162	0.7450430228208006	0.8496411372299921	0.2201856493829195	0.1258540773610443
GSE174188_CD4	8	20260808	pca_pseudobulk	unadjusted	261	162	0.9791121087417384	0.987489647561155	0.0882949644224773	0.1317494793844743
GSE174188_CD4	8	20260808	pca_pseudobulk	residual_batch	261	162	0.7316997131811946	0.8421661798757231	0.2224481370526591	0.1220152058786356
GSE174188_CD4	8	20260808	covariates_batch	covariates_only	261	162	0.9265806210250654	0.9535075765180588	0.1011185336620988	0.0724604893490489
GSE174188_CD4	8	20260808	covariates_qc	covariates_only	261	162	0.7824541713430603	0.8707337865997432	0.1894255985734816	0.0873243753880878
GSE174188_CD4	8	20260808	covariates_demographic	covariates_only	261	162	0.6629879037286445	0.7289010922156933	0.235581997335129	0.135137678531996
GSE174188_CD4	8	20260808	covariates_all	covariates_only	261	162	0.9524254894625264	0.9695281696405618	0.0850139292864271	0.0469836284335352
GSE174188_CD4	9	20260809	geneformer	unadjusted	261	162	0.981855592966704	0.9889597100164952	0.0652835031446781	0.0598567978601029
GSE174188_CD4	9	20260809	geneformer	residual_batch	261	162	0.7255892255892256	0.8283423309576711	0.2135420963083009	0.1169224156387868
GSE174188_CD4	9	20260809	hvg_pseudobulk	unadjusted	261	162	0.9707569522384336	0.9843806086151708	0.0751665289261639	0.1075223762888247
GSE174188_CD4	9	20260809	hvg_pseudobulk	residual_batch	261	162	0.7478488589599701	0.8514578936653447	0.2200267779824356	0.1195963265700254
GSE174188_CD4	9	20260809	pca_pseudobulk	unadjusted	261	162	0.979236812570146	0.9873677578019336	0.0893423582693386	0.1409000955880053
GSE174188_CD4	9	20260809	pca_pseudobulk	residual_batch	261	162	0.7378102007731637	0.8465829922547975	0.2218277497384665	0.1203486210713572
GSE174188_CD4	9	20260809	covariates_batch	covariates_only	261	162	0.9201895498191794	0.9437324103518276	0.103841461123844	0.0668258009522649
GSE174188_CD4	9	20260809	covariates_qc	covariates_only	261	162	0.7863823419378975	0.8739261640165852	0.188543269974315	0.0904693203740604
GSE174188_CD4	9	20260809	covariates_demographic	covariates_only	261	162	0.6693477989774286	0.7396549548410041	0.234266220812487	0.1234427099730883
GSE174188_CD4	9	20260809	covariates_all	covariates_only	261	162	0.9502431724653948	0.9652538777567604	0.0883955716519501	0.0630483177080827
GSE174188_CD4	10	20260810	geneformer	unadjusted	261	162	0.98079561042524	0.9874667115866896	0.060034850865106	0.0558913447873924
GSE174188_CD4	10	20260810	geneformer	residual_batch	261	162	0.6958473625140292	0.7920282559724836	0.2266830216083304	0.1183551832380641
GSE174188_CD4	10	20260810	hvg_pseudobulk	unadjusted	261	162	0.9772415513156254	0.984469930346229	0.0628709882328977	0.0599335643462611
GSE174188_CD4	10	20260810	hvg_pseudobulk	residual_batch	261	162	0.7482229704451927	0.852059063380517	0.2196164590033599	0.1284378565253227
GSE174188_CD4	10	20260810	pca_pseudobulk	unadjusted	261	162	0.9745604190048636	0.982800019314112	0.0810373005491682	0.1045588101528649
GSE174188_CD4	10	20260810	pca_pseudobulk	residual_batch	261	162	0.7367502182316997	0.8454014196702815	0.2215196379758089	0.1194652185508137
GSE174188_CD4	10	20260810	covariates_batch	covariates_only	261	162	0.9172901858087044	0.9480607830584886	0.1063167812352942	0.0884036964016965
GSE174188_CD4	10	20260810	covariates_qc	covariates_only	261	162	0.7859458785384711	0.8755939325294066	0.1879268774156196	0.1128075924029954
GSE174188_CD4	10	20260810	covariates_demographic	covariates_only	261	162	0.6627073201147275	0.7365038608876722	0.2352822199194246	0.1260574062918094
GSE174188_CD4	10	20260810	covariates_all	covariates_only	261	162	0.9527996009477492	0.970739084407914	0.0870693683881172	0.0564419342216891
GSE174188_CD4	11	20260811	geneformer	unadjusted	261	162	0.9850978925053	0.9917411363713678	0.050546241431615	0.0504977567293036
GSE174188_CD4	11	20260811	geneformer	residual_batch	261	162	0.7191669784262377	0.8280875779237065	0.2181337589217202	0.1247325456480261
GSE174188_CD4	11	20260811	hvg_pseudobulk	unadjusted	261	162	0.976555680259384	0.987365570405011	0.0611266028243104	0.0702404617514076
GSE174188_CD4	11	20260811	hvg_pseudobulk	residual_batch	261	162	0.7483476742736002	0.8500736856041046	0.2201005521727782	0.1334159574787519
GSE174188_CD4	11	20260811	pca_pseudobulk	unadjusted	261	162	0.9795485721411648	0.9879335602143932	0.0812905554086071	0.1232423752482515
GSE174188_CD4	11	20260811	pca_pseudobulk	residual_batch	261	162	0.7345055493203642	0.8430445962507296	0.2224016586858211	0.1302961267719379
GSE174188_CD4	11	20260811	covariates_batch	covariates_only	261	162	0.9292617533358274	0.9553480103282692	0.1003737757864156	0.0703158199139772
GSE174188_CD4	11	20260811	covariates_qc	covariates_only	261	162	0.7750966454670158	0.8677251565202161	0.1916916083556828	0.0938437447904665
GSE174188_CD4	11	20260811	covariates_demographic	covariates_only	261	162	0.6624890884150143	0.7404060440474339	0.2345465449187086	0.1273754686501809
GSE174188_CD4	11	20260811	covariates_all	covariates_only	261	162	0.958161865569273	0.9734069639741452	0.0811388188742018	0.0484635378635929
GSE174188_CD4	12	20260812	geneformer	unadjusted	261	162	0.9814814814814816	0.9890528033059752	0.0640540055558479	0.0551795116213698
GSE174188_CD4	12	20260812	geneformer	residual_batch	261	162	0.7037037037037037	0.8088252685557071	0.2271324737798629	0.1245640514090555
GSE174188_CD4	12	20260812	hvg_pseudobulk	unadjusted	261	162	0.9807332585110364	0.9894419781039862	0.0631099380821335	0.0722468055660086
GSE174188_CD4	12	20260812	hvg_pseudobulk	residual_batch	261	162	0.7530240678388826	0.852200394120415	0.2197006876248979	0.1230960661824544
GSE174188_CD4	12	20260812	pca_pseudobulk	unadjusted	261	162	0.9792991644843496	0.9874158069473596	0.0723088564953559	0.0951363589574404
GSE174188_CD4	12	20260812	pca_pseudobulk	residual_batch	261	162	0.7405536849981295	0.8445971752670729	0.2219604489431498	0.1277831900844689
GSE174188_CD4	12	20260812	covariates_batch	covariates_only	261	162	0.9250529991270732	0.9526464939788236	0.1021267228237755	0.0819465559361684
GSE174188_CD4	12	20260812	covariates_qc	covariates_only	261	162	0.785447063224841	0.8738442547625361	0.188352284132827	0.1142308182021211
GSE174188_CD4	12	20260812	covariates_demographic	covariates_only	261	162	0.6604314752462901	0.734863902302992	0.2368177652041651	0.1298911579044885
GSE174188_CD4	12	20260812	covariates_all	covariates_only	261	162	0.9552936775158998	0.971705651901078	0.0842432679182054	0.0442607762215568
GSE174188_CD4	13	20260813	geneformer	unadjusted	261	162	0.9842249657064472	0.9903456153192912	0.0591184176703312	0.0627745120196594
GSE174188_CD4	13	20260813	geneformer	residual_batch	261	162	0.7187928669410151	0.8286544195653655	0.2190255673142202	0.1262648597756776
GSE174188_CD4	13	20260813	hvg_pseudobulk	unadjusted	261	162	0.9782391819428856	0.9883853644141176	0.0605308853178049	0.0693027948683162
GSE174188_CD4	13	20260813	hvg_pseudobulk	residual_batch	261	162	0.7521511410400299	0.8519486632557542	0.2193504717925787	0.1347614448979948
GSE174188_CD4	13	20260813	pca_pseudobulk	unadjusted	261	162	0.9763686245167726	0.9861364450875344	0.0815620096213183	0.1105896996578543
GSE174188_CD4	13	20260813	pca_pseudobulk	residual_batch	261	162	0.7378725526873675	0.8432502245490607	0.221432909321916	0.1316277779870921
GSE174188_CD4	13	20260813	covariates_batch	covariates_only	261	162	0.9213430602319492	0.9449119154522844	0.1035497681842443	0.0675535697325609
GSE174188_CD4	13	20260813	covariates_qc	covariates_only	261	162	0.790248160618531	0.8760555738273552	0.1863933341168357	0.1073757159250468
GSE174188_CD4	13	20260813	covariates_demographic	covariates_only	261	162	0.6608679386457165	0.7392999841578931	0.2348548565197793	0.1214947547332147
GSE174188_CD4	13	20260813	covariates_all	covariates_only	261	162	0.949869060980172	0.9658907139983642	0.0877884826404794	0.0602232536528616
GSE174188_CD4	14	20260814	geneformer	unadjusted	261	162	0.9845990771916698	0.9910757946492542	0.0474367262824879	0.0293033548828549
GSE174188_CD4	14	20260814	geneformer	residual_batch	261	162	0.7028931288190547	0.8095325750487093	0.2225579502692797	0.1251865024137868
GSE174188_CD4	14	20260814	hvg_pseudobulk	unadjusted	261	162	0.9788627010849232	0.9866995514152328	0.0580040831708818	0.066664653424894
GSE174188_CD4	14	20260814	hvg_pseudobulk	residual_batch	261	162	0.7491582491582491	0.8540719249904705	0.2195162946789356	0.124061302622432
GSE174188_CD4	14	20260814	pca_pseudobulk	unadjusted	261	162	0.9763062726025687	0.9864911891927264	0.080136976388187	0.1086095113124363
GSE174188_CD4	14	20260814	pca_pseudobulk	residual_batch	261	162	0.7393689986282579	0.8488747081185343	0.2211893387740352	0.1226043736713281
GSE174188_CD4	14	20260814	covariates_batch	covariates_only	261	162	0.9188489836637984	0.944265116422061	0.1020694893814483	0.082761283753472
GSE174188_CD4	14	20260814	covariates_qc	covariates_only	261	162	0.7860705823668787	0.8728441365072287	0.1876509441399497	0.1039304761243097
GSE174188_CD4	14	20260814	covariates_demographic	covariates_only	261	162	0.660712058860207	0.7353846946190588	0.2362956078109888	0.1417582830817682
GSE174188_CD4	14	20260814	covariates_all	covariates_only	261	162	0.9527996009477492	0.966342617549494	0.0812607023860692	0.0465688942160436
GSE174188_CD4	15	20260815	geneformer	unadjusted	261	162	0.9781144781144782	0.986588668777264	0.056128306602336	0.0550128654015338
GSE174188_CD4	15	20260815	geneformer	residual_batch	261	162	0.7114353410649707	0.8237001286843908	0.225564499132547	0.126878077799432
GSE174188_CD4	15	20260815	hvg_pseudobulk	unadjusted	261	162	0.972814565407158	0.9839821061087388	0.0703769408658807	0.0746449185585644
GSE174188_CD4	15	20260815	hvg_pseudobulk	residual_batch	261	162	0.7418007232822048	0.8489072101736419	0.2207604765630217	0.1292853148911532
GSE174188_CD4	15	20260815	pca_pseudobulk	unadjusted	261	162	0.9711310637236564	0.9798970838762422	0.0929871322002361	0.1257790272818912
GSE174188_CD4	15	20260815	pca_pseudobulk	residual_batch	261	162	0.7305150268113231	0.8432562153698088	0.2227851572573828	0.1249042328741286
GSE174188_CD4	15	20260815	covariates_batch	covariates_only	261	162	0.92698590846739	0.9582478948137632	0.1022021091708419	0.0697340519158698
GSE174188_CD4	15	20260815	covariates_qc	covariates_only	261	162	0.7813941888015962	0.8731012322391296	0.1905392262534008	0.1123018615072323
GSE174188_CD4	15	20260815	covariates_demographic	covariates_only	261	162	0.6633308392567652	0.7315523310831954	0.2365374654494593	0.1336884989756868
GSE174188_CD4	15	20260815	covariates_all	covariates_only	261	162	0.9537972315750094	0.9696849301919176	0.083231905325282	0.0480031010832334
GSE174188_CD4	16	20260816	geneformer	unadjusted	261	162	0.9776780147150518	0.986615092761548	0.0625755759803224	0.0533783844282633
GSE174188_CD4	16	20260816	geneformer	residual_batch	261	162	0.7079436338695598	0.8128474821136182	0.2209105514203325	0.1202413294772311
GSE174188_CD4	16	20260816	hvg_pseudobulk	unadjusted	261	162	0.9789874049133308	0.9876203702799424	0.0773118757278066	0.1089084898946092
GSE174188_CD4	16	20260816	hvg_pseudobulk	residual_batch	261	162	0.742798353909465	0.8479989110451336	0.2214772458764016	0.1241546911395579
GSE174188_CD4	16	20260816	pca_pseudobulk	unadjusted	261	162	0.9723781020077316	0.9818096663615914	0.0869530477865708	0.1112299926293404
GSE174188_CD4	16	20260816	pca_pseudobulk	residual_batch	261	162	0.7293303404414515	0.8418985804889454	0.2236603283384651	0.1246898306010581
GSE174188_CD4	16	20260816	covariates_batch	covariates_only	261	162	0.9244606559421374	0.9447049612557324	0.1007500807889163	0.0608211049451745
GSE174188_CD4	16	20260816	covariates_qc	covariates_only	261	162	0.7870682129941389	0.8757362105811363	0.1869834802703929	0.1062814056587933
GSE174188_CD4	16	20260816	covariates_demographic	covariates_only	261	162	0.6603379473749844	0.7355945581354573	0.2366167855960937	0.1349055227650624
GSE174188_CD4	16	20260816	covariates_all	covariates_only	261	162	0.9484973188676892	0.9630596616239704	0.0864218184798571	0.0487755049387164
GSE174188_CD4	17	20260817	geneformer	unadjusted	261	162	0.9778027185434592	0.987081581094736	0.0591947054302096	0.0497875820265613
GSE174188_CD4	17	20260817	geneformer	residual_batch	261	162	0.7187305150268113	0.8303479916429765	0.2172073658822673	0.1216552431489531
GSE174188_CD4	17	20260817	hvg_pseudobulk	unadjusted	261	162	0.9804214989400176	0.9885146867853348	0.0686614518178617	0.0825453501115139
GSE174188_CD4	17	20260817	hvg_pseudobulk	residual_batch	261	162	0.7427360019952612	0.8499664277717793	0.2207558442932984	0.1410764311655215
GSE174188_CD4	17	20260817	pca_pseudobulk	unadjusted	261	162	0.9716298790372864	0.982544209549847	0.0868622426776364	0.1283529114775945
GSE174188_CD4	17	20260817	pca_pseudobulk	residual_batch	261	162	0.7330091033794738	0.8439704200267204	0.2227265488792346	0.1243162719096455
GSE174188_CD4	17	20260817	covariates_batch	covariates_only	261	162	0.925894749968824	0.9538476634320856	0.1008260635751109	0.0735140071066402
GSE174188_CD4	17	20260817	covariates_qc	covariates_only	261	162	0.7860705823668787	0.8759704160073023	0.1878157098037969	0.0999059045361053
GSE174188_CD4	17	20260817	covariates_demographic	covariates_only	261	162	0.6598703080184561	0.7228499140372973	0.2388763086789454	0.1478999901195106
GSE174188_CD4	17	20260817	covariates_all	covariates_only	261	162	0.9548572141164734	0.9717552056358972	0.085361256945892	0.0592187458282206
GSE174188_CD4	18	20260818	geneformer	unadjusted	261	162	0.9845990771916698	0.9914067983654864	0.0520959983936632	0.0464731811175671
GSE174188_CD4	18	20260818	geneformer	residual_batch	261	162	0.720414016710313	0.829520955284498	0.2204505847501881	0.1215990208945434
GSE174188_CD4	18	20260818	hvg_pseudobulk	unadjusted	261	162	0.9779274223718668	0.9858323295180268	0.0731044549130473	0.0973417384080605
GSE174188_CD4	18	20260818	hvg_pseudobulk	residual_batch	261	162	0.7441700960219478	0.8471108062730921	0.2204511279859773	0.1242842267373068
GSE174188_CD4	18	20260818	pca_pseudobulk	unadjusted	261	162	0.9730016211497692	0.9839166004716686	0.0890001400369968	0.1192086659524072
GSE174188_CD4	18	20260818	pca_pseudobulk	residual_batch	261	162	0.7304526748971193	0.8386771418245281	0.2227236253008899	0.1301426702464754
GSE174188_CD4	18	20260818	covariates_batch	covariates_only	261	162	0.9199713181194664	0.9417729575488925	0.1013996540121284	0.0811786789786555
GSE174188_CD4	18	20260818	covariates_qc	covariates_only	261	162	0.7747225339817932	0.8668726334227808	0.1922705863582062	0.0881060345783396
GSE174188_CD4	18	20260818	covariates_demographic	covariates_only	261	162	0.6568462401795735	0.7239173703824993	0.2390917692857823	0.1439984626641333
GSE174188_CD4	18	20260818	covariates_all	covariates_only	261	162	0.9536725277466018	0.9667210691137874	0.0831653894994909	0.0488397256592854
GSE174188_CD4	19	20260819	geneformer	unadjusted	261	162	0.9892754707569522	0.9933167758168088	0.0498016624681367	0.0564160285329158
GSE174188_CD4	19	20260819	geneformer	residual_batch	261	162	0.7306397306397306	0.8301800026689155	0.2145952192231463	0.1322856328570769
GSE174188_CD4	19	20260819	hvg_pseudobulk	unadjusted	261	162	0.9833520389075944	0.990412171325024	0.0694934096511659	0.0864098749975635
GSE174188_CD4	19	20260819	hvg_pseudobulk	residual_batch	261	162	0.7485970819304153	0.8479445996918684	0.2197878891586081	0.1414588755899862
GSE174188_CD4	19	20260819	pca_pseudobulk	unadjusted	261	162	0.9783638857712932	0.9866335253634052	0.0801022434420108	0.1079908199825031
GSE174188_CD4	19	20260819	pca_pseudobulk	residual_batch	261	162	0.7377478488589599	0.8424166520481169	0.2218151297275133	0.1259508816532187
GSE174188_CD4	19	20260819	covariates_batch	covariates_only	261	162	0.926705324853473	0.9554140289766724	0.1006189639898156	0.0659879537452528
GSE174188_CD4	19	20260819	covariates_qc	covariates_only	261	162	0.775595460780646	0.8686172962726951	0.1919034622300905	0.1022199873172231
GSE174188_CD4	19	20260819	covariates_demographic	covariates_only	261	162	0.6610861703454296	0.728493906842113	0.2367197110668781	0.1308765819812011
GSE174188_CD4	19	20260819	covariates_all	covariates_only	261	162	0.9633370744481856	0.9768883134728694	0.0780331688537957	0.0458259542753303
GSE174188_CD4	20	20260820	geneformer	unadjusted	261	162	0.9822920563661304	0.9898158085885982	0.0623209227986902	0.0611168977031777
GSE174188_CD4	20	20260820	geneformer	residual_batch	261	162	0.7121835640354159	0.8165198641331874	0.2207682326225434	0.125480078049655
GSE174188_CD4	20	20260820	hvg_pseudobulk	unadjusted	261	162	0.9710063598952487	0.984658202503649	0.0730049728257727	0.1001942368975302
GSE174188_CD4	20	20260820	hvg_pseudobulk	residual_batch	261	162	0.7477865070457663	0.8515025211252656	0.2198920425983639	0.1201806725869579
GSE174188_CD4	20	20260820	pca_pseudobulk	unadjusted	261	162	0.9788003491707196	0.9867587296500832	0.0898295599695032	0.1417514568081726
GSE174188_CD4	20	20260820	pca_pseudobulk	residual_batch	261	162	0.7346302531487716	0.8443894236909102	0.2222150259638738	0.1207506255167045
GSE174188_CD4	20	20260820	covariates_batch	covariates_only	261	162	0.9196283825913456	0.940940765862772	0.1016004123712063	0.065811052321951
GSE174188_CD4	20	20260820	covariates_qc	covariates_only	261	162	0.7769672028931288	0.8658215065973436	0.1910326860487116	0.129536761405622
GSE174188_CD4	20	20260820	covariates_demographic	covariates_only	261	162	0.6424741239556054	0.7131509918844	0.241927880831066	0.1370545362736087
