variant	adjustment	repeat	seed	roc_auc	pr_auc	brier
raw_proportions	residual_processing_wave	13	20260813	0.6950367876293803	0.7909779673419399	0.22954867787861155
raw_proportions	unadjusted	14	20260814	0.9089038533482978	0.9294436694553608	0.14120569278229786
raw_proportions	residual_processing_wave	14	20260814	0.7135553061478987	0.7980378924949145	0.21830095942709207
raw_proportions	unadjusted	15	20260815	0.9194725028058361	0.9324227880129851	0.14194995474052935
raw_proportions	residual_processing_wave	15	20260815	0.6907033295922184	0.7840730329162195	0.23087575793406673
raw_proportions	unadjusted	16	20260816	0.9017333832148646	0.9185915464390856	0.17840846223681345
raw_proportions	residual_processing_wave	16	20260816	0.7090659683252275	0.8191579238908949	0.2188305344802491
raw_proportions	unadjusted	17	20260817	0.89337822671156	0.9168613936089174	0.14495368080668644
raw_proportions	residual_processing_wave	17	20260817	0.7068836513280956	0.7941696892615816	0.23510692325087207
raw_proportions	unadjusted	18	20260818	0.9159496196533233	0.930888525026582	0.14339230301062528
raw_proportions	residual_processing_wave	18	20260818	0.7054495573014092	0.8105750888776473	0.2185648437082479
raw_proportions	unadjusted	19	20260819	0.8969011098640728	0.9114866217968143	0.17964832262905064
raw_proportions	residual_processing_wave	19	20260819	0.7200710811821924	0.8140484897016069	0.21492632961883157
raw_proportions	unadjusted	20	20260820	0.8822484100261879	0.9106190412164157	0.17323752851514343
raw_proportions	residual_processing_wave	20	20260820	0.6975620401546327	0.8086693512379297	0.22812164203992905
raw_plus_log_cells	unadjusted	1	20260801	0.9200024940765682	0.9294139761216252	0.11336146819111106
raw_plus_log_cells	residual_processing_wave	1	20260801	0.7215987030801845	0.8239743409720691	0.21532913790584232
raw_plus_log_cells	unadjusted	2	20260802	0.9211871804464397	0.9345854129343216	0.11087043248136316
raw_plus_log_cells	residual_processing_wave	2	20260802	0.7156129193166231	0.8237380354655659	0.21722660384652204
raw_plus_log_cells	unadjusted	3	20260803	0.8933158747973563	0.9121055705989886	0.1376810561849474
raw_plus_log_cells	residual_processing_wave	3	20260803	0.6917944880907844	0.7946850905723183	0.22304462365865704
raw_plus_log_cells	unadjusted	4	20260804	0.9135178949993764	0.9293274231213071	0.12888510095329145
raw_plus_log_cells	residual_processing_wave	4	20260804	0.7220351664796109	0.8289458736971056	0.2174132376427409
raw_plus_log_cells	unadjusted	5	20260805	0.9147649332834518	0.9246281500909186	0.11978556403034511
raw_plus_log_cells	residual_processing_wave	5	20260805	0.7143658810325477	0.8157183076807164	0.2174581181633706
raw_plus_log_cells	unadjusted	6	20260806	0.9215612919316624	0.9336465567480072	0.11229506912762743
raw_plus_log_cells	residual_processing_wave	6	20260806	0.7098765432098766	0.8106801280554456	0.2190242331719936
raw_plus_log_cells	unadjusted	7	20260807	0.9186307519640853	0.9304970966842834	0.11846774406823907
raw_plus_log_cells	residual_processing_wave	7	20260807	0.695660306771418	0.792373969983442	0.22625415655245557
raw_plus_log_cells	unadjusted	8	20260808	0.9018580870432722	0.9238483734067986	0.1375834066809613
raw_plus_log_cells	residual_processing_wave	8	20260808	0.7204140167103129	0.8226165742050389	0.21667313904188415
raw_plus_log_cells	unadjusted	9	20260809	0.919254271106123	0.9289763801840287	0.11139345565383146
raw_plus_log_cells	residual_processing_wave	9	20260809	0.6939144531737124	0.804518300295775	0.2262651874255234
raw_plus_log_cells	unadjusted	10	20260810	0.9253647586980921	0.9365000275525377	0.11818032650984972
raw_plus_log_cells	residual_processing_wave	10	20260810	0.7184811073699964	0.8171627408800286	0.21318926965250634
raw_plus_log_cells	unadjusted	11	20260811	0.9213118842748472	0.930063546811218	0.11582769632084262
raw_plus_log_cells	residual_processing_wave	11	20260811	0.6885521885521886	0.7837354154061253	0.23113250621358394
raw_plus_log_cells	unadjusted	12	20260812	0.9081556303778526	0.9225373707777124	0.12790330653408358
raw_plus_log_cells	residual_processing_wave	12	20260812	0.7203516647961091	0.8092032053239555	0.2195530681713487
raw_plus_log_cells	unadjusted	13	20260813	0.9124579124579124	0.9300016218017293	0.12125317370605901
raw_plus_log_cells	residual_processing_wave	13	20260813	0.6954732510288066	0.7895098270298522	0.22468722706910696
raw_plus_log_cells	unadjusted	14	20260814	0.922434218730515	0.9372401104930899	0.11323007818661447
raw_plus_log_cells	residual_processing_wave	14	20260814	0.7194163860830527	0.8128245399542489	0.21492244996585294
raw_plus_log_cells	unadjusted	15	20260815	0.9112108741738372	0.9293261493434113	0.1223010240800306
raw_plus_log_cells	residual_processing_wave	15	20260815	0.7167352537722907	0.8157930800830009	0.21635661191952946
raw_plus_log_cells	unadjusted	16	20260816	0.9190048634493079	0.9314401530371587	0.12070251164548061
raw_plus_log_cells	residual_processing_wave	16	20260816	0.6830652201022571	0.797273101549126	0.22882423394132662
raw_plus_log_cells	unadjusted	17	20260817	0.9005486968449932	0.9199249030373111	0.12845176143383055
raw_plus_log_cells	residual_processing_wave	17	20260817	0.7181693477989773	0.8047158407170247	0.21665661119609414
raw_plus_log_cells	unadjusted	18	20260818	0.9202519017333832	0.9396348759695208	0.11295793465674517
raw_plus_log_cells	residual_processing_wave	18	20260818	0.6679760568649458	0.7748549895253299	0.22694100716328697
raw_plus_log_cells	unadjusted	19	20260819	0.9210624766180322	0.9329484726454895	0.11888172632636923
raw_plus_log_cells	residual_processing_wave	19	20260819	0.7067589474996883	0.8040193417426962	0.22114344178914846
raw_plus_log_cells	unadjusted	20	20260820	0.9155131562538971	0.9308108650564558	0.11153243813305751
raw_plus_log_cells	residual_processing_wave	20	20260820	0.6949120838009726	0.7966588945829094	0.22004562176638107
clr_composition	unadjusted	1	20260801	0.9033545329841627	0.9188472655602403	0.12940915614123982
clr_composition	residual_processing_wave	1	20260801	0.7071330589849109	0.7955415636475234	0.23518635191952145
clr_composition	unadjusted	2	20260802	0.9161990273101384	0.9285476458650463	0.113395152056095
clr_composition	residual_processing_wave	2	20260802	0.6856840004988153	0.7824719067326713	0.23579273485388852
clr_composition	unadjusted	3	20260803	0.9148896371118592	0.9297276744336511	0.11747338103625303
clr_composition	residual_processing_wave	3	20260803	0.6916074323481731	0.7863504098229488	0.23270014081363552
clr_composition	unadjusted	4	20260804	0.8919441326848734	0.9149241965936737	0.12960785971622563
clr_composition	residual_processing_wave	4	20260804	0.7126200274348423	0.8117400373174889	0.23899341842112984
clr_composition	unadjusted	5	20260805	0.9155755081681007	0.9292895455113491	0.12114984722721835
clr_composition	residual_processing_wave	5	20260805	0.7088789125826163	0.8007397771120046	0.2308880715360016
clr_composition	unadjusted	6	20260806	0.8976805087916199	0.9184495539966041	0.1349126192776661
clr_composition	residual_processing_wave	6	20260806	0.6755829903978052	0.763701710002667	0.23707006691953375
clr_composition	unadjusted	7	20260807	0.9102755954607806	0.9265249141475114	0.1228743470307267
clr_composition	residual_processing_wave	7	20260807	0.6953485472003991	0.7925889020670567	0.23454644952414566
clr_composition	unadjusted	8	20260808	0.9025439580995137	0.9226963083552123	0.13087017032640264
clr_composition	residual_processing_wave	8	20260808	0.7042648709315376	0.797439569476837	0.22884583358224267
clr_composition	unadjusted	9	20260809	0.9104002992891882	0.9294914114062114	0.11858744679239071
clr_composition	residual_processing_wave	9	20260809	0.6906098017209128	0.7892083401445693	0.2279787471621586
clr_composition	unadjusted	10	20260810	0.8988028432472877	0.9200348812027795	0.14593658117137187
clr_composition	residual_processing_wave	10	20260810	0.6561915450804339	0.7510144563750434	0.24028848557665827
clr_composition	unadjusted	11	20260811	0.9001122334455668	0.9169908758897943	0.13243962355573724
clr_composition	residual_processing_wave	11	20260811	0.6667913704950742	0.771892435295819	0.23521256601227122
clr_composition	unadjusted	12	20260812	0.8909465020576132	0.9127398857755097	0.14715005678404122
clr_composition	residual_processing_wave	12	20260812	0.6869933906970944	0.7815272736460387	0.23306835065946943
clr_composition	unadjusted	13	20260813	0.8929417633121337	0.9130300339849475	0.1433618063536973
clr_composition	residual_processing_wave	13	20260813	0.684187554557925	0.7915372972230553	0.226871883898852
clr_composition	unadjusted	14	20260814	0.911772041401671	0.9318480874169973	0.12359876086156715
clr_composition	residual_processing_wave	14	20260814	0.6828781643596459	0.7521006040091807	0.2366515234300783
clr_composition	unadjusted	15	20260815	0.9079062227210376	0.9270437050492114	0.12096872101195347
clr_composition	residual_processing_wave	15	20260815	0.7062601321860581	0.8000394011049388	0.22306019135056748
clr_composition	unadjusted	16	20260816	0.9163860830527497	0.9278814131028319	0.11118757002382236
clr_composition	residual_processing_wave	16	20260816	0.6853722409277966	0.784514332253739	0.2314890463989876
clr_composition	unadjusted	17	20260817	0.8990522509041027	0.9204056851035411	0.12593695462740964
clr_composition	residual_processing_wave	17	20260817	0.6790123456790124	0.768450130303607	0.241580164618041
clr_composition	unadjusted	18	20260818	0.9234942012719791	0.9379069401226597	0.11751248048815523
clr_composition	residual_processing_wave	18	20260818	0.7098765432098767	0.7900971021114248	0.23674419102453603
clr_composition	unadjusted	19	20260819	0.8856465893502932	0.9064718894899844	0.1642433438724772
clr_composition	residual_processing_wave	19	20260819	0.667913704950742	0.7526496348296547	0.23794203082855261
clr_composition	unadjusted	20	20260820	0.8777902481606186	0.903227790946276	0.14937503120253776
clr_composition	residual_processing_wave	20	20260820	0.6818181818181818	0.7822996915829165	0.23621697445298678
clr_plus_log_cells	unadjusted	1	20260801	0.9003616411023818	0.9171123217117634	0.1282421996036051
clr_plus_log_cells	residual_processing_wave	1	20260801	0.6995884773662552	0.7956505425487808	0.22507706620613177
clr_plus_log_cells	unadjusted	2	20260802	0.9091532610051128	0.9240438076397246	0.11945626587797559
clr_plus_log_cells	residual_processing_wave	2	20260802	0.6656690360394064	0.7735656394157664	0.2356320571020208
clr_plus_log_cells	unadjusted	3	20260803	0.9063474248659434	0.9212971156455075	0.11858703893499765
clr_plus_log_cells	residual_processing_wave	3	20260803	0.690796857463524	0.7883094750211622	0.22390637138585406
clr_plus_log_cells	unadjusted	4	20260804	0.8995510662177328	0.9201396245083986	0.12042242440905897
clr_plus_log_cells	residual_processing_wave	4	20260804	0.6947250280583614	0.7974190869407999	0.22516437529800823
clr_plus_log_cells	unadjusted	5	20260805	0.9130814315999501	0.9280148220550879	0.11792192587726101
clr_plus_log_cells	residual_processing_wave	5	20260805	0.6896745230078564	0.7882441053744067	0.22505571549126188
clr_plus_log_cells	unadjusted	6	20260806	0.9081556303778527	0.9271027190444738	0.12047376309184858
clr_plus_log_cells	residual_processing_wave	6	20260806	0.7189175707694226	0.8213378457751004	0.21533003515804078
clr_plus_log_cells	unadjusted	7	20260807	0.9086544456914829	0.925807040683557	0.11996681760077127
clr_plus_log_cells	residual_processing_wave	7	20260807	0.7080683376979672	0.8142623707450121	0.21956480588815058
clr_plus_log_cells	unadjusted	8	20260808	0.901920438957476	0.9244090765977602	0.12435547242900709
clr_plus_log_cells	residual_processing_wave	8	20260808	0.7206010724529243	0.8254573690546608	0.2178061572524785
clr_plus_log_cells	unadjusted	9	20260809	0.9070956478363885	0.9246347632880787	0.11821524046234645
clr_plus_log_cells	residual_processing_wave	9	20260809	0.6905474498067091	0.7947626249678872	0.2260000175692088
clr_plus_log_cells	unadjusted	10	20260810	0.9086544456914828	0.9290227154639887	0.12329752465432489
clr_plus_log_cells	residual_processing_wave	10	20260810	0.669784262376855	0.7734042885801184	0.2300313178433461
clr_plus_log_cells	unadjusted	11	20260811	0.9070332959221847	0.9222438548996138	0.12200749167096968
clr_plus_log_cells	residual_processing_wave	11	20260811	0.653011597456042	0.7432496238963784	0.24043087241154162
clr_plus_log_cells	unadjusted	12	20260812	0.8990522509041028	0.9192521728339104	0.12350506680127885
clr_plus_log_cells	residual_processing_wave	12	20260812	0.6879910213243545	0.7783764482026978	0.23591652597708804
clr_plus_log_cells	unadjusted	13	20260813	0.905661553809702	0.920081969645185	0.11908810485774017
clr_plus_log_cells	residual_processing_wave	13	20260813	0.7249033545329842	0.8218941085040368	0.2145852685611803
clr_plus_log_cells	unadjusted	14	20260814	0.9113355780022446	0.931458140326757	0.12396019859837223
clr_plus_log_cells	residual_processing_wave	14	20260814	0.7224092779648336	0.8068557868972217	0.21558774311471662
clr_plus_log_cells	unadjusted	15	20260815	0.9012345679012346	0.9224291216782476	0.12402827895422061
clr_plus_log_cells	residual_processing_wave	15	20260815	0.6909215612919316	0.7937899495780902	0.22363482130260384
clr_plus_log_cells	unadjusted	16	20260816	0.9120214490584861	0.9255501757546387	0.1173250490735743
clr_plus_log_cells	residual_processing_wave	16	20260816	0.6695348547200399	0.774362951143027	0.2311010893314241
clr_plus_log_cells	unadjusted	17	20260817	0.8996757700461404	0.9206538009710521	0.12577298784454935
clr_plus_log_cells	residual_processing_wave	17	20260817	0.720725776281332	0.80895410278662	0.21707894755161133
clr_plus_log_cells	unadjusted	18	20260818	0.9106497069460033	0.9273039844885393	0.1158620221502974
clr_plus_log_cells	residual_processing_wave	18	20260818	0.6800099763062726	0.7782810448422358	0.22957926944916665
clr_plus_log_cells	unadjusted	19	20260819	0.9041027559546079	0.9215387338903244	0.12245593642620348
clr_plus_log_cells	residual_processing_wave	19	20260819	0.7100635989524879	0.7956563358454734	0.2202405977159636
clr_plus_log_cells	unadjusted	20	20260820	0.9076568150642225	0.9218345661238263	0.1166140426583688
clr_plus_log_cells	residual_processing_wave	20	20260820	0.6973438084549195	0.7915387597019805	0.2252746154873813
