feature_id	source_population_variance_log1p_cpm	source_mean_log1p_cpm	source_scale_log1p_cpm
HLA-DQB1	0.5391083359718323	2.6767349930909963	0.7342399666393032
CFD	0.5390582084655762	1.935806556389882	0.734205828102958
APOBEC3H	0.5377370715141296	1.143229791178153	0.7333055809679486
PLEK	0.5376728177070618	2.1832190935428324	0.733261761579028
GALNT4	0.5355082750320435	1.7338199585389633	0.7317843080394637
BIRC5	0.532523512840271	0.8559142130498703	0.7297420858323811
GZMA	0.5319662094116211	4.025035583055937	0.7293601492855178
IGFL2	0.5310010313987732	0.8708279128544606	0.7286981731924993
DIPK1A	0.5301558375358582	1.6757878294357886	0.7281180072115742
CD68	0.52890545129776	0.9777528700920252	0.7272588522021325
WARS2-AS1	0.527909517288208	1.6575782757539015	0.726573826267978
LAG3	0.5261018872261047	1.8081783285507789	0.7253288263662357
LGALS1	0.524369478225708	4.849472761154175	0.7241336017675913
CHTF8	0.5224889516830444	1.3928100283329303	0.7228339764539925
TOP2A	0.5186349749565125	1.2079903735564306	0.7201631503631604
MEF2B	0.5184447765350342	1.723938562692358	0.7200311024985576
NUSAP1	0.517180323600769	1.3679766540343945	0.7191525031162036
FHIT	0.5158299803733826	4.172157150048476	0.7182130336183635
HDAC9	0.5121776461601257	1.0894477321551397	0.7156658796742574
SOCS2	0.511696457862854	2.991091535641597	0.715329625227159
CLEC12A	0.5104020237922668	0.5685501375880379	0.7144242415185044
TTTY14	0.509491503238678	0.3889569790604023	0.7137867374089192
CLSPN	0.508092999458313	1.1050811260938644	0.7128064305409784
UTP14C	0.5078432559967041	0.30324984513796294	0.7126312405064885
TUBB2A	0.5048243403434753	1.7917360617564275	0.7105099028452142
TNFRSF18	0.5040720105171204	2.8639453603671146	0.7099802842134368
POGLUT3	0.5033824443817139	1.582142174243927	0.7094945123446497
JMJD7	0.5021577477455139	1.7325331796533787	0.7086309125334715
ATPSCKMT	0.5020545721054077	1.6175889418675349	0.7085580839256822
HOPX	0.5013362765312195	2.954165449509254	0.7080510352156391
PRXL2B	0.500917911529541	1.6346082641528203	0.7077555541464989
CYP51A1	0.4995678961277008	2.0706584327496014	0.7068011726649184
NGRN	0.4994353950023651	3.144172503398015	0.7067074301262927
TNFRSF4	0.49826183915138245	3.777555438188406	0.7058766557412017
CLEC7A	0.4978521764278412	0.5440157396145738	0.7055864089735473
ZNF561-AS1	0.49574416875839233	1.6322391399970422	0.7040910249751541
CXCR3	0.49221545457839966	2.309836364709414	0.7015806835076724
LILRB2	0.4920169711112976	0.4834005166418277	0.7014392069019981
RTCA-AS1	0.4910755455493927	1.8464393747540622	0.7007678290588739
CFH	0.49060478806495667	1.371744097998509	0.7004318616783586
PSMA6	0.48986291885375977	4.310131870783293	0.6999020830726038
SLC25A29	0.4893856942653656	0.8357524270048509	0.699561066133402
YAE1	0.4879872798919678	1.5948447906053984	0.698560854706093
CSTA	0.4860210716724396	0.5474211991979525	0.6971521156624565
PMAIP1	0.4857698082923889	3.194527552678035	0.6969718922149033
S100B	0.485451877117157	1.2826753934988608	0.696743777615331
ZNF749	0.48531827330589294	2.113730162382126	0.696647886201662
ASPM	0.48295846581459045	0.9357071599135032	0.694952127556103
LRRC25	0.4829410910606384	0.48854969076525706	0.6949396255910257
COX16	0.48249414563179016	3.9902048202661367	0.6946179833230759
GBP1	0.47961923480033875	3.932559297635005	0.6925454664006595
IL32	0.4793447256088257	6.7740400937887335	0.6923472641201315
MT2A	0.4789603352546692	4.805914777975816	0.6920695978137522
PDCD1	0.47889718413352966	1.7635080974835615	0.6920239765073284
HERC6	0.4780065715312958	2.811606228351593	0.6913801979506893
ATG9A	0.47538891434669495	1.9476594615441103	0.6894845387593224
SAXO2	0.47348737716674805	0.7530417992518499	0.6881041948185578
LINC00863	0.47346943616867065	1.490060494496272	0.6880911456284932
NPDC1	0.4726508855819702	3.2414127771671	0.6874961030436326
C18orf32	0.4726037383079529	4.075149829571064	0.6874618034650277
KLF4	0.4724639654159546	0.8630230085780988	0.687360147137288
NOG	0.4724118411540985	2.6291668048271766	0.6873222204731106
SULF2	0.471743643283844	2.7722212351285496	0.6868359710510388
HECW2-AS1	0.4715217351913452	1.3900540264753194	0.6866744051056157
ZBTB16	0.46716904640197754	2.000376304754844	0.6834976575832737
LGALS3	0.46637898683547974	3.169426225698911	0.6829194591569276
FGR	0.46576565504074097	0.7861917773978069	0.682470265235919
PRF1	0.46223291754722595	2.4966208247038035	0.6798771375060093
FAM118A	0.46143361926078796	3.5105101420329166	0.6792890565625209
LAMP3	0.4610217213630676	1.17953866147078	0.678985803104561
S100A11	0.4601284861564636	5.373602179380564	0.6783277112447396
RGS1	0.45777907967567444	3.2850265502929688	0.6765937345651685
IER5	0.45602893829345703	3.7480772733688354	0.6752991385347966
DLGAP1	0.4543633460998535	0.7289923399400252	0.6740647949227988
DDX60	0.45247215032577515	3.357662842823909	0.6726605006799207
EDC4	0.4493880867958069	2.0892004875036387	0.6703641480598088
NCF2	0.4479687213897705	1.2477188889796917	0.6693046631404427
HCK	0.44794005155563354	0.4733625524319135	0.6692832411536513
CEBPD	0.44600048661231995	1.5712702010686581	0.6678326803195531
FCER1A	0.4445153474807739	0.5681834813350668	0.6667198528050485
BHLHE40	0.4440770447254181	2.731096015526698	0.666391056530806
TPX2	0.44363126158714294	0.9372928188397334	0.6660564936141324
CSF1R	0.44222164154052734	0.44945234740869355	0.6649974839099435
IRF7	0.4418099820613861	3.5079322961660533	0.6646878813190195
LINC00342	0.4417850077152252	3.587419078900264	0.6646691002414089
CST7	0.4410485327243805	3.234231875492976	0.6641148536841527
EIF2AK2	0.44049230217933655	4.379509375645564	0.6636959486594816
SAMD9L	0.4387781322002411	3.8403401649915256	0.6624032911846053
PRDM1	0.4379010498523712	3.5676269347851095	0.661740934081646
PARP9	0.4377845227718353	3.518288630705613	0.6616528773699698
MAFB	0.4372965097427368	0.490673531491596	0.6612839905080584
KRT13	0.4360799193382263	0.28215463240989125	0.6603634857739882
CMC4	0.4355144500732422	2.6460251854016232	0.6599351956131756
GTF2H4	0.4353336691856384	1.8837184166679015	0.6597982127175988
CCNB2	0.43297892808914185	0.6702387583656952	0.6580113343074414
TTC39C-AS1	0.43282294273376465	1.9807808009477763	0.6578927948449177
LMNA	0.42936640977859497	2.677380227125608	0.6552605626924913
MEAK7	0.4290328621864319	1.446423127101018	0.6550059925902858
CRIP1	0.42753925919532776	6.187788248062134	0.653864860898218
THTPA	0.42717820405960083	0.44370052161125034	0.6535887057847242
LGALS2	0.42709317803382874	0.4983934909105301	0.6535236611669833
CD300E	0.4235992133617401	0.39060502929183155	0.6508450018347347
NDUFA7	0.4221569299697876	3.9024285719944882	0.6497360484117152
STAT1	0.41891565918922424	4.709788744266216	0.6472369368993769
CASC15	0.4179687201976776	1.1022614137484477	0.6465050109853225
MIR4453HG	0.4169740080833435	1.4675888052353492	0.6457352551194239
AIM2	0.4155505895614624	1.3237009598658636	0.6446321257856649
OAS2	0.413730263710022	3.2844619200779843	0.6432186684688531
HELZ2	0.4136347472667694	2.815354108810425	0.643144430374968
RAVER1	0.41290754079818726	2.2744109951532803	0.6425788188052803
S100A12	0.41282951831817627	0.4006533447223214	0.642518106781846
RTP4	0.4125003516674042	2.022446013413943	0.6422619055996832
DLGAP5	0.412360817193985	0.4847228933269015	0.6421532705567952
TIGIT	0.4122186601161957	3.3870288958916297	0.6420425690658229
GZMK	0.4108612835407257	3.7674381091044498	0.6409846125741397
APOBEC3A	0.4108443558216095	0.6552608511768855	0.6409714217418918
TXNDC5	0.40962791442871094	1.6372417349081774	0.6400218164991318
ANXA2	0.40953078866004944	4.452114765460674	0.6399459320722088
RNF31	0.40639322996139526	2.0874842611642985	0.6374897977388067
LMO2	0.40385702252388	0.6292834728956223	0.635497468631582
PTGER2	0.40310007333755493	3.76956006196829	0.6349016136299308
SYNM	0.40287426114082336	1.2462973386908953	0.6347237626749229
GSTM3	0.40037089586257935	2.3219270201829763	0.6327486763222387
CDT1	0.3994738757610321	0.8214439468888136	0.6320394477551489
ECRG4	0.3978697657585144	1.361578276524177	0.6307691836519803
FOXP3	0.39780646562576294	2.270332382275508	0.6307190081787568
CCR10	0.39714494347572327	1.823533982038498	0.6301943683832435
FAM111B	0.3967409133911133	0.6089480381745559	0.6298737228565713
CDK2AP1	0.39529258012771606	1.5612237447729478	0.6287229671221622
SMAD7	0.39483731985092163	2.3097031712532043	0.6283608286892829
AGAP6	0.3946056365966797	0.28878478695136994	0.6281764275590577
SGK1	0.39418825507164	2.1254654710109415	0.627844134593504
GBP5	0.39304211735725403	3.9824524292579064	0.6269307205907647
MYB	0.3924127519130707	1.5166837871074677	0.6264285774027484
HLA-DPA1	0.39048221707344055	3.7868221356318545	0.624885771298388
IGFLR1	0.39037150144577026	3.443018899514125	0.6247971751758359
CLEC10A	0.3898545205593109	0.4474519769159647	0.6243833126329343
HLA-DPB1	0.3889373540878296	3.890245510981633	0.6236484254520538
TNFAIP2	0.38832220435142517	0.4154839478433132	0.6231550481895931
RPL36A	0.38749372959136963	7.634746478154109	0.6224899486574754
IL10RB	0.38698282837867737	2.7960974940886865	0.6220794449352274
GPR15	0.38515836000442505	1.2035886095120356	0.6206112689861056
CCR2	0.3846457898616791	1.1382971841555376	0.6201981848800635
EIF2AK3-DT	0.3844435214996338	1.3685797269527729	0.6200350896314372
CDKN2A	0.38241732120513916	1.449848656470959	0.6183989954117114
ARHGEF10	0.38115495443344116	1.4265842277270098	0.6173774844375192
CENPK	0.38082268834114075	3.7687176190889797	0.6171083227721718
RNF207	0.380654901266098	1.3058999880002096	0.616972361146799
FRMD4B	0.3803997039794922	2.3931804528603187	0.6167655157648446
LINC02754	0.3771997392177582	1.3473393366887019	0.6141658982053322
FCSK	0.37709012627601624	1.393753780768468	0.6140766404210323
CSRNP1	0.375076025724411	2.8200654204075155	0.6124344997780022
RAB4B	0.37471309304237366	2.92976084122291	0.6121381364985267
KLF10	0.374637633562088	2.504885439689343	0.6120764966034004
LINC02245	0.37418311834335327	1.405622926254112	0.6117051015965883
EDA	0.3735077679157257	1.4858802465292125	0.6111528216634273
CD8B	0.3732048571109772	1.3848545711774092	0.6109049462600527
ABITRAM	0.3731057643890381	1.3954376578330994	0.6108238512784682
IFNG	0.3729313611984253	1.2928139452750866	0.6106810621894383
CKS2	0.37277886271476746	2.0925380770976725	0.6105561923876869
HMMR	0.37264105677604675	0.5903255346302803	0.6104433320163534
LGALS9	0.37252184748649597	3.007420539855957	0.6103456693004902
RHOB	0.3724100887775421	1.805500750358288	0.6102541130304331
JUNB	0.3720987141132355	6.89131602874169	0.6099989343806795
MDGA1	0.3716611862182617	1.0769248566088767	0.6096402136167597
DUSP5	0.37042874097824097	2.6935931260769186	0.6086285830274921
TNF	0.3699937164783478	2.401073455810547	0.6082710869623978
CCR5	0.3697339594364166	0.847085632956945	0.6080575338921321
SRCAP	0.3696393370628357	2.534563972399785	0.6079797114603938
CEP55	0.36869966983795166	0.6074064580293802	0.6072064481572065
CDKN1A	0.36817145347595215	1.0758679755605185	0.6067713473167646
