repeat	support_block	method	adjustment	n_overlap	overlap_lower	overlap_upper	roc_auc_overlap
3	qc_core	Mean-HVG pseudobulk	qc_core	165	0.2474125869006538	0.6890839678294906	0.9732880755608029
3	qc_core	Mean-HVG pseudobulk	unadjusted	165	0.2474125869006538	0.6890839678294906	0.985094451003542
3	qc_core	PCA pseudobulk	qc_core	165	0.2474125869006538	0.6890839678294906	0.9502656434474616
3	qc_core	PCA pseudobulk	unadjusted	165	0.2474125869006538	0.6890839678294906	0.9695985832349469
3	acquisition_structure	Frozen Geneformer	acquisition_structure	202	0.2954339597420019	0.5159107303412604	0.9761904761904763
3	acquisition_structure	Frozen Geneformer	unadjusted	202	0.2954339597420019	0.5159107303412604	0.9790100250626567
3	acquisition_structure	Mean-HVG pseudobulk	acquisition_structure	202	0.2954339597420019	0.5159107303412604	0.9908103592314119
3	acquisition_structure	Mean-HVG pseudobulk	unadjusted	202	0.2954339597420019	0.5159107303412604	0.9899749373433584
3	acquisition_structure	PCA pseudobulk	acquisition_structure	202	0.2954339597420019	0.5159107303412604	0.9785923141186299
3	acquisition_structure	PCA pseudobulk	unadjusted	202	0.2954339597420019	0.5159107303412604	0.97890559732665
3	processing_cohort	Frozen Geneformer	processing_cohort	87	0.3082283099407868	0.6619438325444855	0.9052910052910053
3	processing_cohort	Frozen Geneformer	unadjusted	87	0.3082283099407868	0.6619438325444855	0.9391534391534391
3	processing_cohort	Mean-HVG pseudobulk	processing_cohort	87	0.3082283099407868	0.6619438325444855	0.7756613756613756
3	processing_cohort	Mean-HVG pseudobulk	unadjusted	87	0.3082283099407868	0.6619438325444855	0.9624338624338625
3	processing_cohort	PCA pseudobulk	processing_cohort	87	0.3082283099407868	0.6619438325444855	0.8888888888888888
3	processing_cohort	PCA pseudobulk	unadjusted	87	0.3082283099407868	0.6619438325444855	0.9380952380952381
3	demographic	Frozen Geneformer	demographic	224	0.3593025866346184	0.715478582260023	0.9607792873622147
3	demographic	Frozen Geneformer	unadjusted	224	0.3593025866346184	0.715478582260023	0.9716312056737588
3	demographic	Mean-HVG pseudobulk	demographic	224	0.3593025866346184	0.715478582260023	0.9765871998632829
3	demographic	Mean-HVG pseudobulk	unadjusted	224	0.3593025866346184	0.715478582260023	0.9877809108775527
3	demographic	PCA pseudobulk	demographic	224	0.3593025866346184	0.715478582260023	0.9694950012817226
3	demographic	PCA pseudobulk	unadjusted	224	0.3593025866346184	0.715478582260023	0.9772707852687346
3	combined	Frozen Geneformer	combined	45	0.28296425090808375	0.5377989662818498	0.8794466403162056
3	combined	Frozen Geneformer	unadjusted	45	0.28296425090808375	0.5377989662818498	0.9110671936758894
3	combined	Mean-HVG pseudobulk	combined	45	0.28296425090808375	0.5377989662818498	0.8458498023715415
3	combined	Mean-HVG pseudobulk	unadjusted	45	0.28296425090808375	0.5377989662818498	0.9624505928853755
3	combined	PCA pseudobulk	combined	45	0.28296425090808375	0.5377989662818498	0.9367588932806324
3	combined	PCA pseudobulk	unadjusted	45	0.28296425090808375	0.5377989662818498	0.9268774703557312
4	cell_yield	Frozen Geneformer	cell_yield	188	0.2948847748688256	0.6745561557797504	0.9474869606448554
4	cell_yield	Frozen Geneformer	unadjusted	188	0.2948847748688256	0.6745561557797504	0.9707207207207207
4	cell_yield	Mean-HVG pseudobulk	cell_yield	188	0.2948847748688256	0.6745561557797504	0.9758179231863442
4	cell_yield	Mean-HVG pseudobulk	unadjusted	188	0.2948847748688256	0.6745561557797504	0.984945471787577
4	cell_yield	PCA pseudobulk	cell_yield	188	0.2948847748688256	0.6745561557797504	0.9492650545282124
4	cell_yield	PCA pseudobulk	unadjusted	188	0.2948847748688256	0.6745561557797504	0.9719061166429588
4	qc_core	Frozen Geneformer	qc_core	162	0.23629767698367768	0.6761975636739673	0.9417876241405654
4	qc_core	Frozen Geneformer	unadjusted	162	0.23629767698367768	0.6761975636739673	0.9763177998472116
4	qc_core	Mean-HVG pseudobulk	qc_core	162	0.23629767698367768	0.6761975636739673	0.985485103132162
4	qc_core	Mean-HVG pseudobulk	unadjusted	162	0.23629767698367768	0.6761975636739673	0.9874713521772346
4	qc_core	PCA pseudobulk	qc_core	162	0.23629767698367768	0.6761975636739673	0.9517188693659282
