repeat	split_seed	method	adjustment	n_donors	roc_auc	pr_auc	brier
11	20260811	Covariates only: demographic	demographic	261	0.6622396807581993	0.7351358231875778	0.23472735822487606
11	20260811	Frozen Geneformer	demographic	261	0.9637111859334082	0.9796138119827891	0.08177450350744513
11	20260811	Mean-HVG pseudobulk	demographic	261	0.9829155755081681	0.9905114891344455	0.06970399104101589
11	20260811	PCA pseudobulk	demographic	261	0.9774286070582366	0.9875112871290418	0.060111654973085064
11	20260811	Covariates only: combined	combined	261	0.9551689736874923	0.9750107599890216	0.08503791821377468
11	20260811	Frozen Geneformer	combined	261	0.6639855343559047	0.7948146557664768	0.22931770022386674
11	20260811	Mean-HVG pseudobulk	combined	261	0.6192792118718046	0.7413270331611016	0.3246843069867084
11	20260811	PCA pseudobulk	combined	261	0.6744606559421373	0.8076281292892977	0.22499932191351188
12	20260812	Frozen Geneformer	unadjusted	261	0.9743110113480483	0.9840744541818519	0.06776986220382333
12	20260812	Mean-HVG pseudobulk	unadjusted	261	0.9880907843870808	0.992752672607913	0.04012048430321356
12	20260812	PCA pseudobulk	unadjusted	261	0.9803591470258137	0.9886540863724345	0.056339397478786565
12	20260812	Covariates only: cell_yield	cell_yield	261	0.6878351415388453	0.7821483526954276	0.22340792161492148
12	20260812	Frozen Geneformer	cell_yield	261	0.9196283825913455	0.9485198731378762	0.11579062163528223
12	20260812	Mean-HVG pseudobulk	cell_yield	261	0.968013468013468	0.9801041411776004	0.07263059530810621
12	20260812	PCA pseudobulk	cell_yield	261	0.9576630502556428	0.9755479949069271	0.08491420613408464
12	20260812	Covariates only: qc_core	qc_core	261	0.7690485097892505	0.860534279723151	0.19643394466559597
12	20260812	Frozen Geneformer	qc_core	261	0.8839007357525877	0.9154219827931581	0.13787833457617096
12	20260812	Mean-HVG pseudobulk	qc_core	261	0.9422621274473125	0.9601343820539314	0.09960045881348278
12	20260812	PCA pseudobulk	qc_core	261	0.9071579997505923	0.9397073373610088	0.12280909571188271
12	20260812	Covariates only: acquisition_structure	acquisition_structure	261	0.6251402918069585	0.7375614666613357	0.22284775210356936
12	20260812	Frozen Geneformer	acquisition_structure	261	0.9366504551689737	0.9622966016803083	0.10667567549048688
12	20260812	Mean-HVG pseudobulk	acquisition_structure	261	0.9698216735253773	0.9826689703588551	0.06890012780901221
12	20260812	PCA pseudobulk	acquisition_structure	261	0.9519266741488964	0.9720307188924151	0.0922842746527575
12	20260812	Covariates only: processing_cohort	processing_cohort	261	0.9229330340441452	0.9417356420546465	0.10717755040047039
12	20260812	Frozen Geneformer	processing_cohort	261	0.7440453921935403	0.8430251972873484	0.20374212660286734
12	20260812	Mean-HVG pseudobulk	processing_cohort	261	0.6923556553186182	0.7932553296823428	0.30878978600484014
12	20260812	PCA pseudobulk	processing_cohort	261	0.7519640852974185	0.8594286728093259	0.201196964044373
12	20260812	Covariates only: demographic	demographic	261	0.6589350293053997	0.7270438433371632	0.23684401693485752
12	20260812	Frozen Geneformer	demographic	261	0.9629006110487591	0.9788141508263093	0.08165695743656018
12	20260812	Mean-HVG pseudobulk	demographic	261	0.9786132934281083	0.9878434616680143	0.07088848279350246
12	20260812	PCA pseudobulk	demographic	261	0.9741863075196409	0.9857912896892131	0.0609992760939654
12	20260812	Covariates only: combined	combined	261	0.9521760818057114	0.9729872376318108	0.08737998550676944
12	20260812	Frozen Geneformer	combined	261	0.6729018580870433	0.7949165795011488	0.22759113437239997
12	20260812	Mean-HVG pseudobulk	combined	261	0.6411647337573264	0.757361921520957	0.31812869109743036
12	20260812	PCA pseudobulk	combined	261	0.6975932161117346	0.8182664346100255	0.21928723438607392
13	20260813	Frozen Geneformer	unadjusted	261	0.9753086419753085	0.9841561012556195	0.06671564347301862
13	20260813	Mean-HVG pseudobulk	unadjusted	261	0.9863449307893752	0.9917528159307668	0.04513587963151568
13	20260813	PCA pseudobulk	unadjusted	261	0.9766180321735878	0.9865361709393912	0.060330855364172445
13	20260813	Covariates only: cell_yield	cell_yield	261	0.6894562913081432	0.7845582021103169	0.22194532802885247
13	20260813	Frozen Geneformer	cell_yield	261	0.9207507170470134	0.9473452364225814	0.11400052659479659
13	20260813	Mean-HVG pseudobulk	cell_yield	261	0.9671405412146152	0.9790063069826695	0.07688385178461134
13	20260813	PCA pseudobulk	cell_yield	261	0.9521760818057114	0.9695963210482618	0.08988864158733889
13	20260813	Covariates only: qc_core	qc_core	261	0.7679261753335829	0.8606716173578075	0.19556141575682878
13	20260813	Frozen Geneformer	qc_core	261	0.8922558922558923	0.9215307790336089	0.1349831220623164
13	20260813	Mean-HVG pseudobulk	qc_core	261	0.9350293053996758	0.9560559515798333	0.10594917724267613
13	20260813	PCA pseudobulk	qc_core	261	0.9131437835141539	0.9446122640293623	0.11867203926739149
13	20260813	Covariates only: acquisition_structure	acquisition_structure	261	0.6245479486220227	0.7380342883517537	0.2224066624374188
13	20260813	Frozen Geneformer	acquisition_structure	261	0.9352787130564908	0.9604945603729952	0.10688127441716826
13	20260813	Mean-HVG pseudobulk	acquisition_structure	261	0.9632747225339818	0.9786783894750861	0.07825291597180775
13	20260813	PCA pseudobulk	acquisition_structure	261	0.9484349669534855	0.9698743756511443	0.09952651615287104
13	20260813	Covariates only: processing_cohort	processing_cohort	261	0.9200960219478738	0.9377235346423108	0.1084090790296908
13	20260813	Frozen Geneformer	processing_cohort	261	0.7496570644718793	0.8427930217530263	0.20313159494954303
13	20260813	Mean-HVG pseudobulk	processing_cohort	261	0.729205636613044	0.8143614406870675	0.2769983709045183
13	20260813	PCA pseudobulk	processing_cohort	261	0.7507170470133433	0.8553031052328844	0.2019633404726485
13	20260813	Covariates only: demographic	demographic	261	0.6592467888764185	0.7325398377839256	0.23479736950242214
13	20260813	Frozen Geneformer	demographic	261	0.963212370619778	0.9787855112534147	0.08157807428192435
13	20260813	Mean-HVG pseudobulk	demographic	261	0.9766180321735878	0.9867743485904306	0.0763893337751164
13	20260813	PCA pseudobulk	demographic	261	0.9714428232946751	0.9843996102959449	0.06693814897282252
13	20260813	Covariates only: combined	combined	261	0.9556054370869186	0.9742372773413845	0.08625133825423498
13	20260813	Frozen Geneformer	combined	261	0.6731512657438584	0.7907012672470811	0.22783860884440282
13	20260813	Mean-HVG pseudobulk	combined	261	0.6404165107868811	0.7506116085401657	0.317107604324684
13	20260813	PCA pseudobulk	combined	261	0.6815687741613667	0.8064266884876561	0.22208164777353903
14	20260814	Frozen Geneformer	unadjusted	261	0.9764309764309764	0.9857037267289399	0.065509906992152
14	20260814	Mean-HVG pseudobulk	unadjusted	261	0.9883401920438958	0.993124077555758	0.0439120577235687
14	20260814	PCA pseudobulk	unadjusted	261	0.9816685372240928	0.9894399007643444	0.056910274077587884
14	20260814	Covariates only: cell_yield	cell_yield	261	0.6907656815064223	0.7839090854704596	0.22193533509548075
14	20260814	Frozen Geneformer	cell_yield	261	0.9248659433844619	0.9519723067774302	0.111130543112504
14	20260814	Mean-HVG pseudobulk	cell_yield	261	0.9668287816435964	0.9795048768207705	0.07173544360032257
14	20260814	PCA pseudobulk	cell_yield	261	0.9533607681755829	0.9717579712998805	0.08532431145998468
14	20260814	Covariates only: qc_core	qc_core	261	0.7655568025938397	0.8557282622057354	0.19640560389845338
14	20260814	Frozen Geneformer	qc_core	261	0.8862701084923308	0.9158741123575062	0.1363017945616805
14	20260814	Mean-HVG pseudobulk	qc_core	261	0.9318493577752838	0.9551006470775255	0.11274171361980653
14	20260814	PCA pseudobulk	qc_core	261	0.9069085920937774	0.9402205615631215	0.12282365252182252
14	20260814	Covariates only: acquisition_structure	acquisition_structure	261	0.6159122085048011	0.7327605682853533	0.22226314816758433
14	20260814	Frozen Geneformer	acquisition_structure	261	0.9343434343434344	0.9606764007745806	0.10501218362414727
14	20260814	Mean-HVG pseudobulk	acquisition_structure	261	0.9664546701583739	0.980636463378834	0.0711718074739756
14	20260814	PCA pseudobulk	acquisition_structure	261	0.9479985035540591	0.9692115759222639	0.09292129258141493
14	20260814	Covariates only: processing_cohort	processing_cohort	261	0.9211560044893379	0.9419335381584898	0.10702291438494545
14	20260814	Frozen Geneformer	processing_cohort	261	0.75264995635366	0.8530944330584689	0.19974126108566723
14	20260814	Mean-HVG pseudobulk	processing_cohort	261	0.7030801845616661	0.7919506168097348	0.29272251091824947
14	20260814	PCA pseudobulk	processing_cohort	261	0.7348796608055868	0.8545566432426734	0.20755268008336947
14	20260814	Covariates only: demographic	demographic	261	0.6587791495198904	0.7301239690150065	0.23634002811404073
14	20260814	Frozen Geneformer	demographic	261	0.9628382591345555	0.9792534979072445	0.08132807092147781
14	20260814	Mean-HVG pseudobulk	demographic	261	0.977865070457663	0.9876137205246192	0.07129082742812379
14	20260814	PCA pseudobulk	demographic	261	0.9725028058361391	0.9854973522134471	0.06123819672643782
14	20260814	Covariates only: combined	combined	261	0.9550442698590846	0.9743774060433568	0.08434486748946417
14	20260814	Frozen Geneformer	combined	261	0.6863698715550568	0.806462414297212	0.22322454596815833
14	20260814	Mean-HVG pseudobulk	combined	261	0.6057488464895872	0.7264731500614211	0.33392201923666914
14	20260814	PCA pseudobulk	combined	261	0.6738371368000998	0.8081746055752886	0.22318826959614968
15	20260815	Frozen Geneformer	unadjusted	261	0.9744357151764559	0.9840907964807891	0.0668461670833353
15	20260815	Mean-HVG pseudobulk	unadjusted	261	0.9867190422745978	0.992148363774294	0.04337529552308192
15	20260815	PCA pseudobulk	unadjusted	261	0.9713181194662676	0.9839206105285293	0.06581556389284206
15	20260815	Covariates only: cell_yield	cell_yield	261	0.6870557426112982	0.7822606844739914	0.22252860215743733
15	20260815	Frozen Geneformer	cell_yield	261	0.9224965706447188	0.9507617107734982	0.11436086962383436
15	20260815	Mean-HVG pseudobulk	cell_yield	261	0.9721286943509166	0.9831408943353261	0.06868880611357628
15	20260815	PCA pseudobulk	cell_yield	261	0.9536101758323982	0.9725254346153647	0.08707500983185532
15	20260815	Covariates only: qc_core	qc_core	261	0.7613792243421873	0.8573477837191601	0.1985345735833319
15	20260815	Frozen Geneformer	qc_core	261	0.8898241676019453	0.9177124341367009	0.1365706638306623
15	20260815	Mean-HVG pseudobulk	qc_core	261	0.9372739743110113	0.9594210871385878	0.10236420743278074
15	20260815	PCA pseudobulk	qc_core	261	0.9078438708068337	0.9402735615218867	0.12507094510233122
15	20260815	Covariates only: acquisition_structure	acquisition_structure	261	0.632186058111984	0.7436343542125604	0.223753609808556
15	20260815	Frozen Geneformer	acquisition_structure	261	0.9331587479735628	0.9606506003912827	0.10755775008943651
15	20260815	Mean-HVG pseudobulk	acquisition_structure	261	0.9604065344806085	0.9778554399132344	0.07785678003966932
15	20260815	PCA pseudobulk	acquisition_structure	261	0.944319740616037	0.9683915870596637	0.09831975611674981
15	20260815	Covariates only: processing_cohort	processing_cohort	261	0.9246165357276468	0.9468688259209732	0.1068900270853189
15	20260815	Frozen Geneformer	processing_cohort	261	0.7471629879037286	0.8466105001217402	0.20417492694915335
15	20260815	Mean-HVG pseudobulk	processing_cohort	261	0.7119965082928046	0.8053843765933371	0.2836298258188739
15	20260815	PCA pseudobulk	processing_cohort	261	0.7363761067464771	0.8539152316219369	0.20730702739780474
15	20260815	Covariates only: demographic	demographic	261	0.6626449682005238	0.7254783102060349	0.23644389268697097
15	20260815	Frozen Geneformer	demographic	261	0.9651452799600947	0.9804974004667336	0.08181907390884023
15	20260815	Mean-HVG pseudobulk	demographic	261	0.9794238683127572	0.9884627990001307	0.07327556483536195
15	20260815	PCA pseudobulk	demographic	261	0.967202893128819	0.982056202136738	0.07016226173015196
15	20260815	Covariates only: combined	combined	261	0.9570395311136052	0.975480585556099	0.08545920160065533
15	20260815	Frozen Geneformer	combined	261	0.6806334954483103	0.811133323266543	0.2265407044988124
15	20260815	Mean-HVG pseudobulk	combined	261	0.6093652575134056	0.7307337350090385	0.3352265079807053
15	20260815	PCA pseudobulk	combined	261	0.6791370495074198	0.8159404795164252	0.2235664385428044
16	20260816	Frozen Geneformer	unadjusted	261	0.9725028058361391	0.9827748814004084	0.06941478605063967
16	20260816	Mean-HVG pseudobulk	unadjusted	261	0.9863449307893751	0.9918324384656632	0.04525582507553997
16	20260816	PCA pseudobulk	unadjusted	261	0.9781768300286819	0.9874786992447142	0.06146686699511493
16	20260816	Covariates only: cell_yield	cell_yield	261	0.6878974934530491	0.7834183195450664	0.22354912397301432
16	20260816	Frozen Geneformer	cell_yield	261	0.9201271979049755	0.9498973825812416	0.11494514364594599
16	20260816	Mean-HVG pseudobulk	cell_yield	261	0.9650205761316872	0.978581681054399	0.07893749496589107
16	20260816	PCA pseudobulk	cell_yield	261	0.9507419877790249	0.9724467175793945	0.09325686513661523
16	20260816	Covariates only: qc_core	qc_core	261	0.7684873425614167	0.8643513204871298	0.19645009353396298
16	20260816	Frozen Geneformer	qc_core	261	0.8882653697468511	0.9167619923384333	0.13698467183302435
16	20260816	Mean-HVG pseudobulk	qc_core	261	0.9433844619029803	0.9604742590726991	0.09648420090220353
16	20260816	PCA pseudobulk	qc_core	261	0.9027933657563287	0.9360050445901313	0.12757799234950312
16	20260816	Covariates only: acquisition_structure	acquisition_structure	261	0.6190298042149894	0.7333889768216321	0.22075437827306157
16	20260816	Frozen Geneformer	acquisition_structure	261	0.9307893752338197	0.9577757103522417	0.10964900924505908
16	20260816	Mean-HVG pseudobulk	acquisition_structure	261	0.9569148272851977	0.9753100626150448	0.08217710988367129
16	20260816	PCA pseudobulk	acquisition_structure	261	0.9425738870183314	0.9668716741136137	0.10354807908813754
16	20260816	Covariates only: processing_cohort	processing_cohort	261	0.9265806210250656	0.942717212714296	0.10492193655078198
16	20260816	Frozen Geneformer	processing_cohort	261	0.7404913330839257	0.8373231691311107	0.20555071184270673
16	20260816	Mean-HVG pseudobulk	processing_cohort	261	0.707070707070707	0.7996069874894212	0.30174052496765424
16	20260816	PCA pseudobulk	processing_cohort	261	0.7274597830153386	0.8498271708856873	0.21091785824210527
16	20260816	Covariates only: demographic	demographic	261	0.6584050380346677	0.7257361639395459	0.2367829111832618
16	20260816	Frozen Geneformer	demographic	261	0.9596583115101633	0.9772275781931291	0.08317480049972112
16	20260816	Mean-HVG pseudobulk	demographic	261	0.9778027185434592	0.9876587707061728	0.07492707860726783
16	20260816	PCA pseudobulk	demographic	261	0.9704451926674149	0.9840009911796119	0.06788880770832303
16	20260816	Covariates only: combined	combined	261	0.9556677890011224	0.9750242255534485	0.08604388414936846
16	20260816	Frozen Geneformer	combined	261	0.6586856216485846	0.7758736973112528	0.2320677517723073
16	20260816	Mean-HVG pseudobulk	combined	261	0.6128569647088165	0.7412420778070314	0.3401164881876409
16	20260816	PCA pseudobulk	combined	261	0.6689113355780022	0.8013159030787163	0.2281322094877924
17	20260817	Frozen Geneformer	unadjusted	261	0.974934530490086	0.9847767920118159	0.06839593261556183
17	20260817	Mean-HVG pseudobulk	unadjusted	261	0.9841002618780397	0.9910549819125491	0.04862676415672939
17	20260817	PCA pseudobulk	unadjusted	261	0.9653323357027062	0.9817558039266634	0.07117455900749312
17	20260817	Covariates only: cell_yield	cell_yield	261	0.6873986781394189	0.7812637072244479	0.22210569934675017
17	20260817	Frozen Geneformer	cell_yield	261	0.9170096021947873	0.947938210322252	0.11760738589596316
17	20260817	Mean-HVG pseudobulk	cell_yield	261	0.9650205761316873	0.9798420264907974	0.07876131027428868
17	20260817	PCA pseudobulk	cell_yield	261	0.9514278588352663	0.9720603067995206	0.09452471707055667
17	20260817	Covariates only: qc_core	qc_core	261	0.7704202519017334	0.8613219086569726	0.19570794290522872
17	20260817	Frozen Geneformer	qc_core	261	0.8842748472378102	0.9166369207280649	0.13804902115223125
17	20260817	Mean-HVG pseudobulk	qc_core	261	0.936026936026936	0.9585220599322324	0.10992906138828801
17	20260817	PCA pseudobulk	qc_core	261	0.9111485222596334	0.9442933134566549	0.12332076629026371
17	20260817	Covariates only: acquisition_structure	acquisition_structure	261	0.6398241676019454	0.7457024010625248	0.22275463698379763
17	20260817	Frozen Geneformer	acquisition_structure	261	0.9271106122957975	0.9564771223615164	0.11353332941547775
17	20260817	Mean-HVG pseudobulk	acquisition_structure	261	0.9627759072203517	0.9790267496959784	0.08145237934149832
17	20260817	PCA pseudobulk	acquisition_structure	261	0.9355904726275097	0.963507653549531	0.10787076956821516
17	20260817	Covariates only: processing_cohort	processing_cohort	261	0.9238994887143036	0.9429491855432263	0.10601159575296308
17	20260817	Frozen Geneformer	processing_cohort	261	0.7413642598827784	0.8431135807077241	0.20567371304285667
17	20260817	Mean-HVG pseudobulk	processing_cohort	261	0.6950991395435839	0.7917219579416324	0.2979925221080175
17	20260817	PCA pseudobulk	processing_cohort	261	0.7430477615662802	0.8566767833891124	0.2055291408308805
17	20260817	Covariates only: demographic	demographic	261	0.6615538097019578	0.7194027551060767	0.23894132850347008
17	20260817	Frozen Geneformer	demographic	261	0.9625264995635365	0.9788089739614263	0.08339626334603914
17	20260817	Mean-HVG pseudobulk	demographic	261	0.9731886768923805	0.9856976739925449	0.07206210931673436
17	20260817	PCA pseudobulk	demographic	261	0.9670781893004115	0.9821787296479907	0.07304573412923099
17	20260817	Covariates only: combined	combined	261	0.9511160992642474	0.972746133992914	0.09053150412549686
17	20260817	Frozen Geneformer	combined	261	0.6666043147524627	0.7919712721320106	0.22748902847556038
17	20260817	Mean-HVG pseudobulk	combined	261	0.6144157625639106	0.7414264052128616	0.33833021945977987
17	20260817	PCA pseudobulk	combined	261	0.6892380596084301	0.8166566333237559	0.21978387564775037
18	20260818	Frozen Geneformer	unadjusted	261	0.9729392692355654	0.983456149282775	0.06795236583139853
18	20260818	Mean-HVG pseudobulk	unadjusted	261	0.9881531363012844	0.9927277170296556	0.044372634399969614
18	20260818	PCA pseudobulk	unadjusted	261	0.9771791994014216	0.986457006970602	0.06153573986571738
18	20260818	Covariates only: cell_yield	cell_yield	261	0.6923868312757201	0.7860113111084224	0.22287960461816123
18	20260818	Frozen Geneformer	cell_yield	261	0.9223718668163113	0.9508635368649262	0.1132174663215807
18	20260818	Mean-HVG pseudobulk	cell_yield	261	0.9711310637236563	0.9825395531965244	0.07127198974649943
18	20260818	PCA pseudobulk	cell_yield	261	0.9524254894625266	0.972814013126995	0.08866091017553435
18	20260818	Covariates only: qc_core	qc_core	261	0.7567028307769049	0.8524617197592596	0.19989757914992848
18	20260818	Frozen Geneformer	qc_core	261	0.8914453173712432	0.9198650933566856	0.1339321037119877
18	20260818	Mean-HVG pseudobulk	qc_core	261	0.9434468138171842	0.9622039004986455	0.09447640691540206
18	20260818	PCA pseudobulk	qc_core	261	0.9051003865818681	0.935905757730418	0.12767744590407076
18	20260818	Covariates only: acquisition_structure	acquisition_structure	261	0.6259820426487093	0.7374309444808658	0.22123775526524186
18	20260818	Frozen Geneformer	acquisition_structure	261	0.933096396059359	0.9600030446127117	0.10877405931939195
18	20260818	Mean-HVG pseudobulk	acquisition_structure	261	0.9681381718418755	0.981870467305276	0.07063802303645046
18	20260818	PCA pseudobulk	acquisition_structure	261	0.9462526499563536	0.968651709523535	0.09781595297036376
18	20260818	Covariates only: processing_cohort	processing_cohort	261	0.9224030427734131	0.9412727887549208	0.10621827714548829
18	20260818	Frozen Geneformer	processing_cohort	261	0.7486594338446192	0.8464744371043091	0.2027850845561084
18	20260818	Mean-HVG pseudobulk	processing_cohort	261	0.6834393315874797	0.7846371472364575	0.3093231387232613
18	20260818	PCA pseudobulk	processing_cohort	261	0.7382466641725902	0.848047498152006	0.20580177842248448
18	20260818	Covariates only: demographic	demographic	261	0.6628320239431351	0.7178009871423562	0.236647979136603
18	20260818	Frozen Geneformer	demographic	261	0.9622770919067215	0.9792840127553969	0.08266742708959028
18	20260818	Mean-HVG pseudobulk	demographic	261	0.9819179448809078	0.9900132951269389	0.0675817970978326
18	20260818	PCA pseudobulk	demographic	261	0.9720663424367129	0.9841540937451423	0.0690623612414162
18	20260818	Covariates only: combined	combined	261	0.953360768175583	0.9731415557092543	0.08706475182343
18	20260818	Frozen Geneformer	combined	261	0.6791370495074199	0.7993092583809263	0.2265253753457038
18	20260818	Mean-HVG pseudobulk	combined	261	0.6124205013093902	0.7342489505477661	0.32826176100833326
18	20260818	PCA pseudobulk	combined	261	0.6705324853473003	0.8063780615689835	0.22313744816165867
19	20260819	Frozen Geneformer	unadjusted	261	0.974934530490086	0.9844630822155622	0.0672787624565359
19	20260819	Mean-HVG pseudobulk	unadjusted	261	0.989836637984786	0.9937362934091395	0.04537203169278564
19	20260819	PCA pseudobulk	unadjusted	261	0.9791121087417384	0.9882890957516735	0.0590889024678988
19	20260819	Covariates only: cell_yield	cell_yield	261	0.6844057862576381	0.7800444867310222	0.22392267925934223
19	20260819	Frozen Geneformer	cell_yield	261	0.9250529991270733	0.9523157263519855	0.11230923151791528
19	20260819	Mean-HVG pseudobulk	cell_yield	261	0.9703204888390073	0.9814741504914004	0.07934406182498638
19	20260819	PCA pseudobulk	cell_yield	261	0.9547325102880658	0.9742677438839167	0.09055786337364329
19	20260819	Covariates only: qc_core	qc_core	261	0.762002743484225	0.8556054733792242	0.19832550830660983
19	20260819	Frozen Geneformer	qc_core	261	0.8929417633121336	0.9217916028916604	0.13380340549371192
19	20260819	Mean-HVG pseudobulk	qc_core	261	0.944007981045018	0.9607969338130091	0.0954704409053386
19	20260819	PCA pseudobulk	qc_core	261	0.9188178077066965	0.9475895340468422	0.11487155917828336
19	20260819	Covariates only: acquisition_structure	acquisition_structure	261	0.6141040029928918	0.7317425867737717	0.2243747050878683
19	20260819	Frozen Geneformer	acquisition_structure	261	0.9326599326599326	0.9602797191431676	0.10914188193206606
19	20260819	Mean-HVG pseudobulk	acquisition_structure	261	0.9515525626636738	0.9739409640646366	0.0888375084923157
19	20260819	PCA pseudobulk	acquisition_structure	261	0.9420127197904976	0.968048388654394	0.10408092809432838
19	20260819	Covariates only: processing_cohort	processing_cohort	261	0.9241488963711185	0.9436105051441933	0.1060975029085302
19	20260819	Frozen Geneformer	processing_cohort	261	0.7569522384337198	0.8456225370830815	0.20060794764917728
19	20260819	Mean-HVG pseudobulk	processing_cohort	261	0.7200399052250904	0.8069115478199851	0.2922167379320258
19	20260819	PCA pseudobulk	processing_cohort	261	0.7343184935777528	0.8464459907260198	0.20633452963651608
19	20260819	Covariates only: demographic	demographic	261	0.6643284698840255	0.7319193324647104	0.2349165326891702
19	20260819	Frozen Geneformer	demographic	261	0.9631500187055743	0.9799106893069511	0.08145279380183604
19	20260819	Mean-HVG pseudobulk	demographic	261	0.9783638857712932	0.9881092433787897	0.08104557578011344
19	20260819	PCA pseudobulk	demographic	261	0.9763686245167726	0.9871546989477193	0.06333794479890507
19	20260819	Covariates only: combined	combined	261	0.9589724404539219	0.9767396339921769	0.08315341553238867
19	20260819	Frozen Geneformer	combined	261	0.6815687741613667	0.8036549648926838	0.22539900532735896
19	20260819	Mean-HVG pseudobulk	combined	261	0.6435964584112732	0.7598158630026091	0.32459459631044385
19	20260819	PCA pseudobulk	combined	261	0.6929791744606559	0.8210120159649679	0.21937163775201857
20	20260820	Frozen Geneformer	unadjusted	261	0.9731886768923805	0.983221040558265	0.06874707577556877
20	20260820	Mean-HVG pseudobulk	unadjusted	261	0.9900860456416012	0.9939289225282493	0.04062856593983517
20	20260820	PCA pseudobulk	unadjusted	261	0.9792991644843497	0.9879850575391226	0.05371411901657941
20	20260820	Covariates only: cell_yield	cell_yield	261	0.6899862825788752	0.786083332419864	0.22193275889272082
20	20260820	Frozen Geneformer	cell_yield	261	0.9164484349669535	0.9474874244620669	0.11654252273127233
20	20260820	Mean-HVG pseudobulk	cell_yield	261	0.968013468013468	0.9813141569382939	0.07407826668000728
20	20260820	PCA pseudobulk	cell_yield	261	0.9481232073824667	0.9710772166023202	0.09599488646880396
20	20260820	Covariates only: qc_core	qc_core	261	0.7580745728893876	0.8534153299094337	0.19896394222314334
20	20260820	Frozen Geneformer	qc_core	261	0.8880783140042399	0.9206173318386041	0.1369588684605509
20	20260820	Mean-HVG pseudobulk	qc_core	261	0.9418256640478864	0.964245944888168	0.0963650420151553
20	20260820	PCA pseudobulk	qc_core	261	0.9013592717296421	0.9358349227574654	0.12727715072427734
20	20260820	Covariates only: acquisition_structure	acquisition_structure	261	0.6228644469385209	0.7369507904510452	0.22188075456661446
20	20260820	Frozen Geneformer	acquisition_structure	261	0.9301035041775783	0.9574668142560303	0.11131073397819514
20	20260820	Mean-HVG pseudobulk	acquisition_structure	261	0.962962962962963	0.9785218558882747	0.07864802723989547
20	20260820	PCA pseudobulk	acquisition_structure	261	0.9428232946751466	0.9671001608907022	0.10485525132882015
20	20260820	Covariates only: processing_cohort	processing_cohort	261	0.9248659433844618	0.9422805761253392	0.10511362428421774
20	20260820	Frozen Geneformer	processing_cohort	261	0.7445442075071705	0.8450764566836357	0.20521469825311256
20	20260820	Mean-HVG pseudobulk	processing_cohort	261	0.7157999750592343	0.7992239875261524	0.2849100946437898
20	20260820	PCA pseudobulk	processing_cohort	261	0.7373737373737375	0.8539269215311767	0.20633694664685853
20	20260820	Covariates only: demographic	demographic	261	0.6563162489088415	0.7238705703362178	0.23691697991834443
20	20260820	Frozen Geneformer	demographic	261	0.9597206634243671	0.9766246959180784	0.0838300969990811
20	20260820	Mean-HVG pseudobulk	demographic	261	0.9814814814814815	0.9895454277436795	0.07176819034322135
20	20260820	PCA pseudobulk	demographic	261	0.9736874922060107	0.9854692944932654	0.06317016600126087
20	20260820	Covariates only: combined	combined	261	0.9523631375483227	0.9725117555814586	0.08862363776498548
20	20260820	Frozen Geneformer	combined	261	0.6821922933034044	0.8073788523671206	0.22455492800157392
20	20260820	Mean-HVG pseudobulk	combined	261	0.6471505175208878	0.7552947288468581	0.30763043422390374
20	20260820	PCA pseudobulk	combined	261	0.6903603940640977	0.8149011994156616	0.22000332839115624
