dim,mean,var,zero_frac
606,-0.29970706,0.0005263314,0.0
607,0.037837178,0.0013290538,0.0
608,-0.0049387044,0.00076295837,3.5536350132550586e-06
609,-0.042137768,0.0012165679,0.0
610,0.012513688,0.00035748794,0.0
611,-0.023471724,0.00063622615,0.0
612,0.032934625,0.00062567205,0.0
613,-0.018325139,0.00034857757,0.0
614,-0.07044395,0.00055010675,0.0
615,0.16157545,0.00033536268,0.0
616,-0.08820727,0.00044930028,0.0
617,0.07077064,0.00063892343,0.0
618,-0.18755868,0.0012366135,0.0
619,-0.012009702,0.00066371344,0.0
620,-0.1384278,0.00081204734,0.0
621,-0.043367002,0.00029797625,0.0
622,-0.012915036,0.0004894169,0.0
623,-0.06791461,0.00067736645,0.0
624,-0.09261484,0.0006407596,0.0
625,-0.07722267,0.0013068819,0.0
626,-0.15395895,0.0007806438,0.0
627,0.13804561,0.00081190775,0.0
628,-0.030741656,0.0008193215,3.5536350132550586e-06
629,-0.05879501,0.00033582796,0.0
630,-0.03632353,0.0004270018,0.0
631,-0.045832407,0.00075635535,0.0
632,-0.15302126,0.00094114523,0.0
633,-0.10757291,0.000725082,0.0
634,-0.18071403,0.00037064656,0.0
635,-0.13408737,0.0020138002,0.0
636,0.41034365,0.00030893445,0.0
637,0.05804581,0.001031403,0.0
638,0.16879599,0.00078714784,0.0
639,-0.08898349,0.00055427453,0.0
640,-0.043982837,0.00084807526,3.5536350132550586e-06
641,0.16482335,0.00061263534,0.0
642,-0.17351139,0.0005865406,0.0
643,-0.17090248,0.00048737403,0.0
644,-0.22908609,0.00053630874,0.0
645,-0.04593321,0.0002637613,0.0
646,0.04369701,0.0019543532,0.0
647,0.17734377,0.00032705558,0.0
648,0.07752393,0.001133639,0.0
649,0.053853508,0.0005597083,0.0
650,-0.023726912,0.0003517224,0.0
651,-0.017461874,0.00047735247,0.0
652,-0.11537629,0.0010368228,0.0
653,-0.17516321,0.00079232064,0.0
654,-0.033955634,0.00039407032,3.5536350132550586e-06
655,0.05572065,0.00048418244,0.0
656,0.10273959,0.0003932104,0.0
657,0.13545574,0.0004025376,0.0
658,-0.03912393,0.00085503206,0.0
659,-0.15059488,0.0004206525,0.0
660,-0.08077982,0.0005640413,0.0
661,0.07550449,0.00033736578,0.0
662,0.0122422045,0.0011443973,0.0
663,-0.01541899,0.00078119675,0.0
664,0.3197462,0.0011557167,0.0
665,0.13303247,0.0008577072,0.0
666,-0.16097257,0.00087116176,0.0
667,0.062149752,0.0008009776,0.0
668,0.106182374,0.00059861195,0.0
669,0.15695122,0.00031447542,0.0
670,-0.14055513,0.00072720944,0.0
671,-0.046681084,0.0006372704,0.0
672,-0.042372733,0.000609801,0.0
673,0.026676798,0.0005818687,3.5536350132550586e-06
674,0.108419426,0.0006766883,0.0
675,-0.12761325,0.0006917755,0.0
676,-0.19164337,0.0002631552,0.0
677,-0.0052066185,0.0010232696,0.0
678,0.07327846,0.00064872904,0.0
679,0.0027240622,0.00048454537,0.0
680,0.005412775,0.00091205083,0.0
681,-0.017134,0.000545872,0.0
682,0.10586947,0.0003059947,0.0
683,0.011956629,0.0005440799,0.0
684,-0.024618285,0.0010303885,3.5536350132550586e-06
685,-0.05939497,0.0005948634,0.0
686,0.04007578,0.0009430346,0.0
687,-0.057173334,0.0004464868,0.0
688,-0.018798294,0.00031097705,0.0
689,-0.0923808,0.0002867698,0.0
690,0.06974095,0.0008269575,0.0
691,-0.18286014,0.00052646495,0.0
692,0.061985884,0.00046925704,0.0
693,0.10267613,0.000896128,0.0
694,0.034191087,0.00034083467,0.0
695,0.12692422,0.00048633537,0.0
